80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0002 S:0133 D:0E68 DB:86 nvMXdizC V:251 H:109 F:36
				83BA2E BD 00 00    LDA $0000,X   [8613A8] A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H:238 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1300 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:246 F:36
				83BA87 C2 20       REP #$20               A:1300 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:250 F:36
				83BA89 8A          TXA                    A:1300 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H:255 F:36
				83BA8A 18          CLC                    A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:258 F:36
				83BA8B 69 40 00    ADC #$0040             A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:261 F:36
				83BA8E AA          TAX                    A:13E8 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:265 F:36
				83BA8F C9 28 14    CMP #$1428             A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:268 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:273 F:36
				83BA2C E2 20       SEP #$20               A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:277 F:36
				83BA2E BD 00 00    LDA $0000,X   [8613E8] A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H:282 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1300 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:290 F:36
				83BA87 C2 20       REP #$20               A:1300 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:294 F:36
				83BA89 8A          TXA                    A:1300 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H:299 F:36
				83BA8A 18          CLC                    A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:302 F:36
				83BA8B 69 40 00    ADC #$0040             A:13E8 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:305 F:36
				83BA8E AA          TAX                    A:1428 X:13E8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:309 F:36
				83BA8F C9 28 14    CMP #$1428             A:1428 X:1428 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:312 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:1428 X:1428 Y:0002 S:012A D:0E68 DB:86 nvmxdiZC V:253 H:317 F:36
				83BA94 E2 30       SEP #$30               A:1428 X:1428 Y:0002 S:012A D:0E68 DB:86 nvmxdiZC V:253 H:320 F:36
				83BA96 A9 00       LDA #$00               A:1428 X:0028 Y:0002 S:012A D:0E68 DB:86 nvMXdiZC V:253 H:324 F:36
				83BA98 60          RTS                    A:1400 X:0028 Y:0002 S:012A D:0E68 DB:86 nvMXdiZC V:253 H:327 F:36

			83B744 F0 15       BEQ $0015     [83B75B] A:1400 X:0028 Y:0002 S:012C D:0E68 DB:86 nvMXdiZC V:253 H:336 F:36
			83B75B 60          RTS                    A:1400 X:0028 Y:0002 S:012C D:0E68 DB:86 nvMXdiZC V:254 H:  1 F:36

		83B2ED A5 27       LDA $27       [000E8F] A:1400 X:0028 Y:0002 S:012E D:0E68 DB:86 nvMXdiZC V:254 H: 11 F:36
